"Step","Oracle_Relearn_LR_0.0004 - val/wiki_eval_time","Oracle_Relearn_LR_0.0004 - val/wiki_eval_time__MIN","Oracle_Relearn_LR_0.0004 - val/wiki_eval_time__MAX","Oracle_Relearn_LR_0.0007 - val/wiki_eval_time","Oracle_Relearn_LR_0.0007 - val/wiki_eval_time__MIN","Oracle_Relearn_LR_0.0007 - val/wiki_eval_time__MAX"
"306","14.63585638999939","14.63585638999939","14.63585638999939","14.399513721466064","14.399513721466064","14.399513721466064"
"312","14.642825365066528","14.642825365066528","14.642825365066528","14.425199508666992","14.425199508666992","14.425199508666992"
"318","14.770382404327393","14.770382404327393","14.770382404327393","14.36037278175354","14.36037278175354","14.36037278175354"
"324","14.714696884155273","14.714696884155273","14.714696884155273","14.347385168075562","14.347385168075562","14.347385168075562"
"330","14.629078149795532","14.629078149795532","14.629078149795532","14.458704710006714","14.458704710006714","14.458704710006714"
"336","14.730792999267578","14.730792999267578","14.730792999267578","14.456936359405518","14.456936359405518","14.456936359405518"
"342","14.63460659980774","14.63460659980774","14.63460659980774","14.434180736541748","14.434180736541748","14.434180736541748"
"348","14.670591592788696","14.670591592788696","14.670591592788696","14.451346635818481","14.451346635818481","14.451346635818481"
"354","14.677968740463257","14.677968740463257","14.677968740463257","14.338359594345093","14.338359594345093","14.338359594345093"
"360","14.677353382110596","14.677353382110596","14.677353382110596","14.367228031158447","14.367228031158447","14.367228031158447"
"366","14.632226705551147","14.632226705551147","14.632226705551147","14.498126745223999","14.498126745223999","14.498126745223999"
"372","14.658165216445923","14.658165216445923","14.658165216445923","14.447612285614014","14.447612285614014","14.447612285614014"
"378","14.590787172317505","14.590787172317505","14.590787172317505","14.322935104370117","14.322935104370117","14.322935104370117"
"384","14.646576642990112","14.646576642990112","14.646576642990112","14.29365062713623","14.29365062713623","14.29365062713623"
"390","14.673904418945312","14.673904418945312","14.673904418945312","14.327976942062378","14.327976942062378","14.327976942062378"
"396","14.686027765274048","14.686027765274048","14.686027765274048","14.30719518661499","14.30719518661499","14.30719518661499"
"402","14.68582010269165","14.68582010269165","14.68582010269165","14.316911935806274","14.316911935806274","14.316911935806274"
"408","14.689377546310425","14.689377546310425","14.689377546310425","14.45331335067749","14.45331335067749","14.45331335067749"
"414","14.63828730583191","14.63828730583191","14.63828730583191","14.472383737564087","14.472383737564087","14.472383737564087"
"420","14.60050654411316","14.60050654411316","14.60050654411316","14.296815395355225","14.296815395355225","14.296815395355225"
"426","14.619933605194092","14.619933605194092","14.619933605194092","14.455779075622559","14.455779075622559","14.455779075622559"
"432","14.636974096298218","14.636974096298218","14.636974096298218","14.46633791923523","14.46633791923523","14.46633791923523"
"438","14.58635663986206","14.58635663986206","14.58635663986206","14.342465162277222","14.342465162277222","14.342465162277222"
"444","14.63240647315979","14.63240647315979","14.63240647315979","14.286131858825684","14.286131858825684","14.286131858825684"
"450","14.574366807937622","14.574366807937622","14.574366807937622","14.321529150009155","14.321529150009155","14.321529150009155"
"456","14.630539178848267","14.630539178848267","14.630539178848267","14.451733589172363","14.451733589172363","14.451733589172363"
"462","14.63290810585022","14.63290810585022","14.63290810585022","14.318796873092651","14.318796873092651","14.318796873092651"
"468","14.592024326324463","14.592024326324463","14.592024326324463","14.44324517250061","14.44324517250061","14.44324517250061"
"474","14.601518630981445","14.601518630981445","14.601518630981445","14.448000192642212","14.448000192642212","14.448000192642212"
"480","14.784521579742432","14.784521579742432","14.784521579742432","14.352161645889282","14.352161645889282","14.352161645889282"
"486","14.74431848526001","14.74431848526001","14.74431848526001","14.362645626068115","14.362645626068115","14.362645626068115"
"492","14.719220876693726","14.719220876693726","14.719220876693726","14.381621837615967","14.381621837615967","14.381621837615967"
"498","14.74584436416626","14.74584436416626","14.74584436416626","14.484054565429688","14.484054565429688","14.484054565429688"
"504","14.72829532623291","14.72829532623291","14.72829532623291","14.471434116363525","14.471434116363525","14.471434116363525"
"510","14.630234956741333","14.630234956741333","14.630234956741333","14.344844341278076","14.344844341278076","14.344844341278076"
"516","14.595087051391602","14.595087051391602","14.595087051391602","14.369365692138672","14.369365692138672","14.369365692138672"
"522","14.646659851074219","14.646659851074219","14.646659851074219","14.360370874404907","14.360370874404907","14.360370874404907"
"528","14.61914849281311","14.61914849281311","14.61914849281311","14.47777795791626","14.47777795791626","14.47777795791626"
"534","14.687695026397705","14.687695026397705","14.687695026397705","14.628189086914062","14.628189086914062","14.628189086914062"
"540","14.594115972518921","14.594115972518921","14.594115972518921","15.275259494781494","15.275259494781494","15.275259494781494"
"546","14.577756404876709","14.577756404876709","14.577756404876709","15.760056734085083","15.760056734085083","15.760056734085083"
"552","14.615822792053223","14.615822792053223","14.615822792053223","14.82194972038269","14.82194972038269","14.82194972038269"
"558","14.64828610420227","14.64828610420227","14.64828610420227","14.2684645652771","14.2684645652771","14.2684645652771"
"564","14.633971691131592","14.633971691131592","14.633971691131592","14.324997901916504","14.324997901916504","14.324997901916504"
"570","14.642062425613403","14.642062425613403","14.642062425613403","14.448209047317505","14.448209047317505","14.448209047317505"
"576","14.664471626281738","14.664471626281738","14.664471626281738","14.333594560623169","14.333594560623169","14.333594560623169"
"582","15.022826433181763","15.022826433181763","15.022826433181763","14.295964479446411","14.295964479446411","14.295964479446411"
"588","14.650384902954102","14.650384902954102","14.650384902954102","14.331186532974243","14.331186532974243","14.331186532974243"
"594","14.908588409423828","14.908588409423828","14.908588409423828","14.319212913513184","14.319212913513184","14.319212913513184"
"600","14.694359064102173","14.694359064102173","14.694359064102173","14.443480968475342","14.443480968475342","14.443480968475342"
